image_file,title,true_author,original_prediction,original_confidence,elastic_prediction,elastic_confidence,still_correct
02518-5librari.jpg,The Librarian,"ARCIMBOLDO, Giuseppe","ARCIMBOLDO, Giuseppe",0.3276534080505371,"ARCIMBOLDO, Giuseppe",0.3064676523208618,True
18864-resurrec.jpg,The Resurrected Christ Appears to the Virgin,GUERCINO,GUERCINO,0.3251130282878876,"GOYA Y LUCIENTES, Francisco de",0.33502212166786194,False
26014-07portr.jpg,Portraits of Willem Moreel and His Wife,"MEMLING, Hans","MEMLING, Hans",0.3107082545757293,"LIPPI, Filippino",0.28639230132102966,False
09009-05ulysse.jpg,Port Scene with the Departure of Ulysses from the Land of the Feaci,CLAUDE LORRAIN,CLAUDE LORRAIN,0.3274138271808624,"GUARDI, Francesco",0.28642433881759644,False
05584-02lament.jpg,Lamentation over the Dead Christ,"BOTTICELLI, Sandro","BOTTICELLI, Sandro",0.3056647181510925,"TIEPOLO, Giovanni Domenico",0.3169717788696289,False
06216-lucrezia.jpg,Lucrezia di Cosimo,"BRONZINO, Agnolo","BRONZINO, Agnolo",0.3191690444946289,"BRONZINO, Agnolo",0.32055842876434326,True
12238-pre_v_8.jpg,Transfiguration (scene 8),DUCCIO di Buoninsegna,DUCCIO di Buoninsegna,0.3227809071540832,"LORENZETTI, Pietro",0.32227399945259094,False
14176-071game.jpg,A Game of Horse and Rider,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3085161745548248,"FRAGONARD, Jean-Honoré",0.32808005809783936,True
16030-franc09.jpg,Legend of St Francis: 9. Vision of the Thrones,GIOTTO di Bondone,GIOTTO di Bondone,0.3232016265392303,"LORENZETTI, Pietro",0.30834144353866577,False
08663-12s_pipe.jpg,Still-Life with Pipe an Jug,"CHARDIN, Jean-Baptiste-Siméon","CHARDIN, Jean-Baptiste-Siméon",0.3385301828384399,"MANET, Edouard",0.30519357323646545,False
10258-4melanc1.jpg,Allegory of Melancholy,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3135893642902374,PINTURICCHIO,0.2950519323348999,False
43777-12festiv.jpg,The Festival of Love,"WATTEAU, Jean-Antoine","WATTEAU, Jean-Antoine",0.3338033854961395,"FRAGONARD, Jean-Honoré",0.35315439105033875,False
38579-peasants.jpg,Peasants Making Music,"TENIERS, David the Younger","TENIERS, David the Younger",0.3094081282615661,"GUARDI, Francesco",0.29524198174476624,False
14984-1paris05.jpg,Self-Portrait,"GAUGUIN, Paul","GAUGUIN, Paul",0.3368408977985382,"GAUGUIN, Paul",0.300250768661499,True
39084-070death.jpg,The Death of Sophonisba,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.3105342984199524,"TIEPOLO, Giovanni Battista",0.33849138021469116,True
26022-12portra.jpg,Portrait of a Man,"MEMLING, Hans","MEMLING, Hans",0.3617733120918274,"MURILLO, Bartolomé Esteban",0.32613372802734375,False
17833-blac625.jpg,Two Women and a Man,"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.3231360912322998,"GOYA Y LUCIENTES, Francisco de",0.33106738328933716,True
39264-4lastju0.jpg,The Last Judgment,TINTORETTO,TINTORETTO,0.3171256184577942,PINTURICCHIO,0.25488829612731934,False
35482-21mythol.jpg,Diana Returning from Hunt,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3266211748123169,"FRAGONARD, Jean-Honoré",0.32351982593536377,False
26635-03_7pr3.jpg,Isaiah,MICHELANGELO Buonarroti,MICHELANGELO Buonarroti,0.3294793367385864,MASOLINO da Panicale,0.31023553013801575,False
22505-5meeting.jpg,Meeting at the Golden Gate,"LIPPI, Filippino","LIPPI, Filippino",0.2991196513175964,DUCCIO di Buoninsegna,0.30283522605895996,False
39261-2st_paul.jpg,The Martyrdom of St Paul,TINTORETTO,TINTORETTO,0.3092057704925537,"GOYA Y LUCIENTES, Francisco de",0.32365500926971436,False
07230-canal600.jpg,Piazza San Marco in Venice,CANALETTO,CANALETTO,0.3494112491607666,CANALETTO,0.3190121054649353,True
42835-05helen.jpg,The Vision of St Helena,"VERONESE, Paolo","VERONESE, Paolo",0.3058732151985168,"FRAGONARD, Jean-Honoré",0.3144891560077667,False
28507-early16.jpg,Regatta at Sainte-Adresse,"MONET, Claude","MONET, Claude",0.3095031380653381,"MONET, Claude",0.2927049398422241,True
35567-151anne.jpg,Portrait of Anne of Austria,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.295411467552185,"RUBENS, Peter Paul",0.28808027505874634,True
39990-2forest2.jpg,Woman in Monsieur Forest's Garden,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3108336329460144,"TOULOUSE-LAUTREC, Henri de",0.2957000136375427,True
16369-wall2.jpg,Scenes with decorative bands,GIOTTO di Bondone,GIOTTO di Bondone,0.3060961961746216,MASOLINO da Panicale,0.28929245471954346,False
42962-3dieci1.jpg,Juno Showering Gifts on Venetia,"VERONESE, Paolo","VERONESE, Paolo",0.324632853269577,"TIEPOLO, Giovanni Domenico",0.3057020306587219,False
39389-1annunc.jpg,The Annunciation,TINTORETTO,TINTORETTO,0.3410773277282715,TINTORETTO,0.2716735303401947,True
07559-42loreto.jpg,Madonna di Loreto,CARAVAGGIO,CARAVAGGIO,0.3421705961227417,"GOYA Y LUCIENTES, Francisco de",0.3334921598434448,False
16416-baptis2.jpg,Scenes from the Life of St John the Baptist: 2. Birth and Naming of the Baptist,GIOTTO di Bondone,GIOTTO di Bondone,0.3096871376037597,MASOLINO da Panicale,0.2963108718395233,False
35637-05sketch.jpg,Christ on the Cross,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3070231974124908,"GOYA Y LUCIENTES, Francisco de",0.3010818064212799,False
26128-36noannu.jpg,The Annunciation,"MEMLING, Hans","MEMLING, Hans",0.3123485445976257,"GOYA Y LUCIENTES, Francisco de",0.2801254987716675,False
38563-gallery.jpg,Archduke Leopold Wilhelm of Austria in his Gallery,"TENIERS, David the Younger","TENIERS, David the Younger",0.2911230325698852,"CORTONA, Pietro da",0.30212342739105225,False
14909-early11.jpg,Still-Life with Mandoline,"GAUGUIN, Paul","GAUGUIN, Paul",0.306382268667221,"GAUGUIN, Paul",0.3071063458919525,True
16049-franc22.jpg,Legend of St Francis: 22. Verification of the Stigmata,GIOTTO di Bondone,GIOTTO di Bondone,0.3262987434864044,"LORENZETTI, Pietro",0.3014790117740631,False
17135-arles57.jpg,Ladies of Arles (Memory of the Garden at Etten),"GOGH, Vincent van","GOGH, Vincent van",0.282375693321228,"GAUGUIN, Paul",0.30411943793296814,False
15957-00ceili2.jpg,View of the north transept (2),GIOTTO di Bondone,GIOTTO di Bondone,0.2930682301521301,"LORENZETTI, Pietro",0.3239346146583557,False
35500-30mythol.jpg,Pan and Syrinx,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3190439939498901,"FRAGONARD, Jean-Honoré",0.3332631587982178,False
08530-1lands04.jpg,Rocks at L'Estaque,"CÉZANNE, Paul","CÉZANNE, Paul",0.3211544752120971,"CÉZANNE, Paul",0.3074288070201874,True
35543-06medici.jpg,"The Apotheosis of Henry IV and the Proclamation of the Regency of Marie de Médicis on May 14, 1610","RUBENS, Peter Paul","RUBENS, Peter Paul",0.2823828756809234,TINTORETTO,0.25779521465301514,False
30797-mourning.jpg,The Mourning of the Dead Christ (Deposition),"PERUGINO, Pietro","PERUGINO, Pietro",0.3224320411682129,"PERUGINO, Pietro",0.3169898986816406,True
28666-1london4.jpg,"The Houses of Parliament, London","MONET, Claude","MONET, Claude",0.3103612661361694,"MONET, Claude",0.3072991371154785,True
08552-2figure4.jpg,Self-Portrait in a Felt Hat,"CÉZANNE, Paul","CÉZANNE, Paul",0.3271199464797973,"RENOIR, Pierre-Auguste",0.3531162142753601,False
31957-01madonn.jpg,Madonna and Child with St. Joseph and Saint John the Baptist,"PONTORMO, Jacopo","PONTORMO, Jacopo",0.3239583969116211,"PONTORMO, Jacopo",0.2935531735420227,True
39432-2colleg2.jpg,Doge Nicol? da Ponte Invoking the Protection of the Virgin,TINTORETTO,TINTORETTO,0.3148932456970215,TINTORETTO,0.30609142780303955,True
18053-06scene.jpg,"St Augustine Teaching in Rome (scene 6, south wall)","GOZZOLI, Benozzo","GOZZOLI, Benozzo",0.3173081576824188,PINTURICCHIO,0.3042944669723511,False
28612-3etreta1.jpg,La Manneporte near Étretat,"MONET, Claude","MONET, Claude",0.3216028809547424,"MONET, Claude",0.3346347510814667,True
14166-022love.jpg,Love the Sentinel,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3584192395210266,"FRAGONARD, Jean-Honoré",0.3356877863407135,True
39068-5tasso3.jpg,Rinaldo's Companions Hold the Magic Mirror up to His Face,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.3058334589004516,MICHELANGELO Buonarroti,0.3078276515007019,False
10229-1venus03a.jpg,Venus and Cupid,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3359422087669372,PINTURICCHIO,0.2977665662765503,False
07622-72denial.jpg,The Denial of St Peter,CARAVAGGIO,CARAVAGGIO,0.3321971297264099,"GOYA Y LUCIENTES, Francisco de",0.31434470415115356,False
30847-vision.jpg,The Vision of St Bernard,"PERUGINO, Pietro","PERUGINO, Pietro",0.3181397318840027,"VERONESE, Paolo",0.3089560270309448,False
44061-2lamenta.jpg,Lamentation,"WEYDEN, Rogier van der","WEYDEN, Rogier van der",0.2987671494483948,TINTORETTO,0.2975602149963379,False
17190-cypres01.jpg,Starry Night,"GOGH, Vincent van","GOGH, Vincent van",0.2940500378608703,"GOGH, Vincent van",0.29108500480651855,True
12205-pre_f_1x.jpg,Isaiah (prophet 1),DUCCIO di Buoninsegna,DUCCIO di Buoninsegna,0.3099742531776428,DUCCIO di Buoninsegna,0.28631266951560974,True
33628-15sp1657.jpg,Little Self-Portrait,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.3456148207187652,REMBRANDT Harmenszoon van Rijn,0.3328075110912323,True
35495-27mythol.jpg,The Drunken Silenus,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3377423286437988,"FRAGONARD, Jean-Honoré",0.29728442430496216,False
31984-1deposa.jpg,Deposition,"PONTORMO, Jacopo","PONTORMO, Jacopo",0.338100790977478,SIMONE MARTINI,0.2908112108707428,False
40013-2mouli09.jpg,Jane Avril Dancing,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3327109813690185,"TOULOUSE-LAUTREC, Henri de",0.2858259677886963,True
39970-10early.jpg,Gustave Lucien Dennery,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.2932254672050476,"TOULOUSE-LAUTREC, Henri de",0.31092432141304016,True
07261-canal711.jpg,"London: Westminster Abbey, with a Procession of Knights of the Bath",CANALETTO,CANALETTO,0.3050132989883423,CANALETTO,0.29777419567108154,True
17180-2enclos3.jpg,Field with Poppies,"GOGH, Vincent van","GOGH, Vincent van",0.2788155674934387,"MONET, Claude",0.2922189235687256,False
28581-lazare3.jpg,Gare Saint-Lazare,"MONET, Claude","MONET, Claude",0.2983371615409851,"MONET, Claude",0.3114181160926819,True
40057-2cafe2.jpg,The Englishwoman from Le Star at Le Havre (Miss Dolly),"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3066630959510803,"RENOIR, Pierre-Auguste",0.29944658279418945,False
35841-alkmaar.jpg,View of Alkmaar from the Sea,"RUYSDAEL, Salomon van","RUYSDAEL, Salomon van",0.3213696181774139,"GUARDI, Francesco",0.2984497547149658,False
33893-08noremb.jpg,Old Rabbi,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.3480701446533203,REMBRANDT Harmenszoon van Rijn,0.32737767696380615,True
40041-cabare07.jpg,Alfred la Guigne,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3290232717990875,"TOULOUSE-LAUTREC, Henri de",0.3096633851528168,True
07569-46ecceho.jpg,Ecce Homo,CARAVAGGIO,CARAVAGGIO,0.3233233690261841,"GOYA Y LUCIENTES, Francisco de",0.32937830686569214,False
16022-franc04.jpg,Legend of St Francis: 4. Miracle of the Crucifix,GIOTTO di Bondone,GIOTTO di Bondone,0.3131629824638366,"LORENZETTI, Pietro",0.3213958740234375,False
39287-1mark0.jpg,The Miracle of St Mark Freeing the Slave,TINTORETTO,TINTORETTO,0.3247005939483642,"FRAGONARD, Jean-Honoré",0.308688759803772,False
33539-50portra.jpg,Man in Oriental Costume,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.3494337797164917,REMBRANDT Harmenszoon van Rijn,0.3368099331855774,True
42593-17lute.jpg,Woman with a Lute near a Window,"VERMEER, Johannes","VERMEER, Johannes",0.3330144882202148,"FRAGONARD, Jean-Honoré",0.3137568533420563,False
35566-14mariem.jpg,"Marie de Médici, Queen of France","RUBENS, Peter Paul","RUBENS, Peter Paul",0.3009926974773407,REMBRANDT Harmenszoon van Rijn,0.3022351861000061,False
07235-canal604.jpg,Rome: The Arch of Constantine,CANALETTO,CANALETTO,0.2974705696105957,"MANTEGNA, Andrea",0.26462796330451965,False
16395-chris23.jpg,No. 39 Scenes from the Life of Christ: 23. Pentecost (before restoration),GIOTTO di Bondone,GIOTTO di Bondone,0.3193445801734924,GIOTTO di Bondone,0.2956967353820801,True
11135-early26.jpg,Mademoiselle Dihau at the Piano,"DEGAS, Edgar","DEGAS, Edgar",0.3009531497955322,"DEGAS, Edgar",0.29497623443603516,True
35837-sailing.jpg,Sailing Boats near a Village,"RUYSDAEL, Salomon van","RUYSDAEL, Salomon van",0.3452034592628479,"RUYSDAEL, Salomon van",0.34451329708099365,True
07612-65lazar.jpg,The Raising of Lazarus,CARAVAGGIO,CARAVAGGIO,0.302929162979126,"GOYA Y LUCIENTES, Francisco de",0.309054970741272,False
17830-blac622.jpg,Atropos (The Fates),"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.3404460251331329,"GOYA Y LUCIENTES, Francisco de",0.2688934803009033,True
23878-4manet16.jpg,In the Winter Garden,"MANET, Edouard","MANET, Edouard",0.2985190153121948,"RENOIR, Pierre-Auguste",0.29946228861808777,False
06232-porgreen.jpg,Portrait of a Lady in Green,"BRONZINO, Agnolo","BRONZINO, Agnolo",0.3379109501838684,"BRONZINO, Agnolo",0.31617510318756104,True
17272-auvers32.jpg,Wheat Field under Clouded Sky,"GOGH, Vincent van","GOGH, Vincent van",0.2975018620491028,"GOGH, Vincent van",0.29500341415405273,True
38892-main09.jpg,Humility Casting Out Pride,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.3203094899654388,"TIEPOLO, Giovanni Battista",0.3197333812713623,True
07191-canal3071.jpg,Piazza San Marco Looking East towards the Basilica,CANALETTO,CANALETTO,0.3381041586399078,CANALETTO,0.286094605922699,True
28587-paris4.jpg,"Rue Saint-Denis in Paris, Celebration of 30 June 1878","MONET, Claude","MONET, Claude",0.2751548886299133,"MONET, Claude",0.31154727935791016,True
42821-5helen.jpg,The Vision of St Helena,"VERONESE, Paolo","VERONESE, Paolo",0.3242708742618561,"FRAGONARD, Jean-Honoré",0.3279165029525757,False
35733-water_foh.jpg,Waterfall with Castle Built on the Rock,"RUISDAEL, Jacob Isaackszon van","RUISDAEL, Jacob Isaackszon van",0.3253780603408813,"RUISDAEL, Jacob Isaackszon van",0.31871262192726135,True
07151-canal101.jpg,Rio dei Mendicanti,CANALETTO,CANALETTO,0.3250998556613922,"RUYSDAEL, Salomon van",0.3044012188911438,False
05687-pompado4.jpg,Marquise de Pompadour at the Toilet-Table,"BOUCHER, François","BOUCHER, François",0.3180465996265411,"FRAGONARD, Jean-Honoré",0.3460688292980194,False
17204-olive06.jpg,Olive Orchards against a Slope of a Hill,"GOGH, Vincent van","GOGH, Vincent van",0.2687360644340515,TINTORETTO,0.2433858960866928,False
39456-2desert.jpg,The Jews in the Desert,TINTORETTO,TINTORETTO,0.3346745371818542,TINTORETTO,0.2957461178302765,True
07163-canal204.jpg,Rio dei Mendicanti: Looking South,CANALETTO,CANALETTO,0.3464356660842895,"GUARDI, Francesco",0.3148150146007538,False
35531-03allego.jpg,The Four Continents,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3148156702518463,"FRAGONARD, Jean-Honoré",0.3182638883590698,False
23850-3manet09.jpg,The Railway,"MANET, Edouard","MANET, Edouard",0.301317811012268,"MANET, Edouard",0.29135778546333313,True
14464-310fried.jpg,Man and Woman Contemplating the Moon,"FRIEDRICH, Caspar David","FRIEDRICH, Caspar David",0.2909182012081146,"FRAGONARD, Jean-Honoré",0.2960793375968933,False
39983-1misc06.jpg,The Day of First Communion,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3165930509567261,"MONET, Claude",0.24353332817554474,False
32251-03baptis.jpg,St John the Baptist Baptizes the People,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.3268099427223205,"POUSSIN, Nicolas",0.31263840198516846,True
29268-202muril.jpg,Flight into Egypt,"MURILLO, Bartolomé Esteban","MURILLO, Bartolomé Esteban",0.2946842312812805,"FRAGONARD, Jean-Honoré",0.34627753496170044,False
17185-2enclos8.jpg,The Road Menders,"GOGH, Vincent van","GOGH, Vincent van",0.2815603017807007,"TOULOUSE-LAUTREC, Henri de",0.280582457780838,False
08641-00attrib.jpg,The Attributes of Painting and Sculpture,"CHARDIN, Jean-Baptiste-Siméon","CHARDIN, Jean-Baptiste-Siméon",0.3319353759288788,"FRAGONARD, Jean-Honoré",0.29857468605041504,False
32288-16rebecc.jpg,Rebecca at the Well,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.3206756711006164,"CORTONA, Pietro da",0.31312981247901917,False
10338-1couple4.jpg,Ill-Matched Couple: Young Girl and Old Man,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3393992781639099,"RUBENS, Peter Paul",0.30388128757476807,False
40091-1gouach1.jpg,Ambassadeurs: Aristide Bruant,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.2807562053203583,"BRUEGEL, Pieter the Elder",0.2700965702533722,False
17807-711goya.jpg,The Madhouse,"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.3136868178844452,"GOYA Y LUCIENTES, Francisco de",0.2937341034412384,True
17206-olive08.jpg,Olive Grove with Picking Figures,"GOGH, Vincent van","GOGH, Vincent van",0.2992816567420959,"GOGH, Vincent van",0.2936984896659851,True
07223-canal511.jpg,Grand Canal: Looking South-West,CANALETTO,CANALETTO,0.3659371733665466,CANALETTO,0.3092309534549713,True
14929-5paris02.jpg,The Ham,"GAUGUIN, Paul","GAUGUIN, Paul",0.305146187543869,"DEGAS, Edgar",0.2671162486076355,False
43801-21enseig.jpg,L'Enseigne de Gersaint,"WATTEAU, Jean-Antoine","WATTEAU, Jean-Antoine",0.2968418002128601,"FRAGONARD, Jean-Honoré",0.2926633656024933,False
05451-3sebasti.jpg,St Sebastian,"BOTTICELLI, Sandro","BOTTICELLI, Sandro",0.3249377310276031,MICHELANGELO Buonarroti,0.311464786529541,False
37286-10orviet.jpg,Orvieto Polyptych,SIMONE MARTINI,SIMONE MARTINI,0.3184393644332886,PIERO DELLA FRANCESCA,0.25899118185043335,False
26081-25nobath.jpg,Bathsheba,"MEMLING, Hans","MEMLING, Hans",0.3084951639175415,"TIEPOLO, Giovanni Battista",0.303386926651001,False
39426-1antico1.jpg,"Bacchus, Venus and Ariadne",TINTORETTO,TINTORETTO,0.3094231486320495,TINTORETTO,0.29184281826019287,True
32294-1sacram1.jpg,The Seven Sacraments I: Ordination,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.2910390794277191,"POUSSIN, Nicolas",0.3053175210952759,True
14180-075game.jpg,The Swing,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3288823664188385,"FRAGONARD, Jean-Honoré",0.3412719964981079,True
35460-10feast.jpg,The Feast of Herod,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.2974278330802917,"FRAGONARD, Jean-Honoré",0.32260096073150635,False
28613-3etreta2.jpg,The Manneporte (Étretat),"MONET, Claude","MONET, Claude",0.3123610019683838,"MONET, Claude",0.3288477063179016,True
17201-olive03.jpg,The Olive Trees,"GOGH, Vincent van","GOGH, Vincent van",0.2870363295078277,"GOGH, Vincent van",0.2902161478996277,True
39246-04birth.jpg,The Birth of John the Baptist,TINTORETTO,TINTORETTO,0.3076869249343872,"GOYA Y LUCIENTES, Francisco de",0.30669766664505005,False
07605-62behead.jpg,Beheading of Saint John the Baptist,CARAVAGGIO,CARAVAGGIO,0.333849549293518,"GOYA Y LUCIENTES, Francisco de",0.343291699886322,False
23806-3early1.jpg,Music in the Tuileries Garden,"MANET, Edouard","MANET, Edouard",0.2793435454368591,"MANET, Edouard",0.2796834707260132,True
17148-arles70.jpg,Orchard in Blossom with View of Arles,"GOGH, Vincent van","GOGH, Vincent van",0.2981260120868683,"MONET, Claude",0.289852499961853,False
07168-canal209.jpg,San Giacomo di Rialto,CANALETTO,CANALETTO,0.3204315602779388,"GOYA Y LUCIENTES, Francisco de",0.28873980045318604,False
10228-1venus03.jpg,Venus and Cupid,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3373276591300964,"BOUTS, Dieric the Elder",0.29012805223464966,False
33579-120portr.jpg,Titus as a Franciscan Monk,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.2934143543243408,REMBRANDT Harmenszoon van Rijn,0.31216734647750854,True
35416-371relig.jpg,Descent from the Cross,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3009261786937713,"GOYA Y LUCIENTES, Francisco de",0.3200036287307739,False
