image_file,title,true_author,original_prediction,original_confidence,grayscale_prediction,grayscale_confidence,still_correct
05240-12ecentr.jpg,Triptych of Haywain (central panel),"BOSCH, Hieronymus","BOSCH, Hieronymus",0.2982008159160614,"BRUEGEL, Pieter the Elder",0.32335132360458374,False
05255-11shipfo.jpg,The Ship of Fools,"BOSCH, Hieronymus","BOSCH, Hieronymus",0.32865601778030396,"BOSCH, Hieronymus",0.32023999094963074,True
14167-023love.jpg,Love as Folly,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3533582091331482,"FRAGONARD, Jean-Honoré",0.3064199388027191,True
42649-351seat.jpg,Young Woman Seated at the Virginals,"VERMEER, Johannes","VERMEER, Johannes",0.3189917206764221,"VERMEER, Johannes",0.2836523652076721,True
38565-gallery2.jpg,The Gallery of Archduke Leopold in Brussels,"TENIERS, David the Younger","TENIERS, David the Younger",0.28567051887512207,"BRUEGHEL, Jan the Elder",0.2802077531814575,False
34019-1renoi20.jpg,Woman with a Parasol in a Garden,"RENOIR, Pierre-Auguste","RENOIR, Pierre-Auguste",0.32693642377853394,"RENOIR, Pierre-Auguste",0.26742228865623474,True
06561-guards_f.jpg,Guards in a Forest Clearing,"BRUEGHEL, Jan the Elder","BRUEGHEL, Jan the Elder",0.32179680466651917,"RUYSDAEL, Salomon van",0.2697945237159729,False
30760-2selfpo1.jpg,Perugino's Self-Portrait,"PERUGINO, Pietro","PERUGINO, Pietro",0.31841835379600525,PIERO DELLA FRANCESCA,0.314456582069397,False
14982-1paris03.jpg,Ea haere ia oe? (Where Are You Going?),"GAUGUIN, Paul","GAUGUIN, Paul",0.35726869106292725,"GAUGUIN, Paul",0.3131271004676819,True
16444-franc13.jpg,Scenes from the Life of St Francis: 4. Death and Ascension of St Francis,GIOTTO di Bondone,GIOTTO di Bondone,0.31897279620170593,GIOTTO di Bondone,0.28036949038505554,True
39040-2homer3.jpg,Eurybates and Talthybios Lead Briseis to Agamemmon,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.30487060546875,"GOYA Y LUCIENTES, Francisco de",0.2761887311935425,False
38576-mad_meg.jpg,Dulle Griet (Mad Meg),"TENIERS, David the Younger","TENIERS, David the Younger",0.3164522051811218,"GOYA Y LUCIENTES, Francisco de",0.29278793931007385,False
16345-virtu_3.jpg,No. 44 The Seven Virtues: Faith,GIOTTO di Bondone,GIOTTO di Bondone,0.3115420937538147,PIERO DELLA FRANCESCA,0.2834721505641937,False
35359-01religi.jpg,The Deposition,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3271503746509552,"RUBENS, Peter Paul",0.3014375567436218,True
26615-05_4sw.jpg,Ignudo,MICHELANGELO Buonarroti,MICHELANGELO Buonarroti,0.34827032685279846,MICHELANGELO Buonarroti,0.32931673526763916,True
02490-1seaso4.jpg,Winter,"ARCIMBOLDO, Giuseppe","ARCIMBOLDO, Giuseppe",0.3565157353878021,"ARCIMBOLDO, Giuseppe",0.3411267101764679,True
02518-5librari.jpg,The Librarian,"ARCIMBOLDO, Giuseppe","ARCIMBOLDO, Giuseppe",0.3276534080505371,"ARCIMBOLDO, Giuseppe",0.2786097526550293,True
18864-resurrec.jpg,The Resurrected Christ Appears to the Virgin,GUERCINO,GUERCINO,0.3251130282878876,GUERCINO,0.309011846780777,True
26014-07portr.jpg,Portraits of Willem Moreel and His Wife,"MEMLING, Hans","MEMLING, Hans",0.31070825457572937,"MEMLING, Hans",0.2978948950767517,True
09009-05ulysse.jpg,Port Scene with the Departure of Ulysses from the Land of the Feaci,CLAUDE LORRAIN,CLAUDE LORRAIN,0.3274138271808624,CLAUDE LORRAIN,0.29846498370170593,True
05584-02lament.jpg,Lamentation over the Dead Christ,"BOTTICELLI, Sandro","BOTTICELLI, Sandro",0.30566471815109253,"DÜRER, Albrecht",0.28605037927627563,False
06216-lucrezia.jpg,Lucrezia di Cosimo,"BRONZINO, Agnolo","BRONZINO, Agnolo",0.3191690444946289,"BRONZINO, Agnolo",0.300498366355896,True
12238-pre_v_8.jpg,Transfiguration (scene 8),DUCCIO di Buoninsegna,DUCCIO di Buoninsegna,0.32278090715408325,DUCCIO di Buoninsegna,0.31456857919692993,True
14176-071game.jpg,A Game of Horse and Rider,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.30851617455482483,CLAUDE LORRAIN,0.2832806408405304,False
16030-franc09.jpg,Legend of St Francis: 9. Vision of the Thrones,GIOTTO di Bondone,GIOTTO di Bondone,0.32320162653923035,MASOLINO da Panicale,0.2994387745857239,False
08663-12s_pipe.jpg,Still-Life with Pipe an Jug,"CHARDIN, Jean-Baptiste-Siméon","CHARDIN, Jean-Baptiste-Siméon",0.33853018283843994,"CHARDIN, Jean-Baptiste-Siméon",0.3048524558544159,True
10258-4melanc1.jpg,Allegory of Melancholy,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3135893642902374,"CRANACH, Lucas the Elder",0.3064805865287781,True
43777-12festiv.jpg,The Festival of Love,"WATTEAU, Jean-Antoine","WATTEAU, Jean-Antoine",0.3338033854961395,"WATTEAU, Jean-Antoine",0.30489295721054077,True
38579-peasants.jpg,Peasants Making Music,"TENIERS, David the Younger","TENIERS, David the Younger",0.30940812826156616,"TENIERS, David the Younger",0.2904776930809021,True
14984-1paris05.jpg,Self-Portrait,"GAUGUIN, Paul","GAUGUIN, Paul",0.3368408977985382,"GAUGUIN, Paul",0.3466697931289673,True
39084-070death.jpg,The Death of Sophonisba,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.3105342984199524,"TIEPOLO, Giovanni Battista",0.3191264569759369,True
26022-12portra.jpg,Portrait of a Man,"MEMLING, Hans","MEMLING, Hans",0.3617733120918274,"MEMLING, Hans",0.3528987169265747,True
17833-blac625.jpg,Two Women and a Man,"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.3231360912322998,"GOYA Y LUCIENTES, Francisco de",0.28695130348205566,True
39264-4lastju0.jpg,The Last Judgment,TINTORETTO,TINTORETTO,0.3171256184577942,TINTORETTO,0.2947731912136078,True
35482-21mythol.jpg,Diana Returning from Hunt,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3266211748123169,"RUBENS, Peter Paul",0.3175021708011627,True
26635-03_7pr3.jpg,Isaiah,MICHELANGELO Buonarroti,MICHELANGELO Buonarroti,0.3294793367385864,MICHELANGELO Buonarroti,0.32578521966934204,True
22505-5meeting.jpg,Meeting at the Golden Gate,"LIPPI, Filippino","LIPPI, Filippino",0.29911965131759644,"VERONESE, Paolo",0.28155940771102905,False
39261-2st_paul.jpg,The Martyrdom of St Paul,TINTORETTO,TINTORETTO,0.3092057704925537,"BOSCH, Hieronymus",0.2672945261001587,False
07230-canal600.jpg,Piazza San Marco in Venice,CANALETTO,CANALETTO,0.3494112491607666,CANALETTO,0.2898925840854645,True
42835-05helen.jpg,The Vision of St Helena,"VERONESE, Paolo","VERONESE, Paolo",0.30587321519851685,"VERONESE, Paolo",0.2887926697731018,True
28507-early16.jpg,Regatta at Sainte-Adresse,"MONET, Claude","MONET, Claude",0.30950313806533813,"RUYSDAEL, Salomon van",0.26519259810447693,False
35567-151anne.jpg,Portrait of Anne of Austria,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.29541146755218506,"DYCK, Sir Anthony van",0.27878338098526,False
39990-2forest2.jpg,Woman in Monsieur Forest's Garden,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3108336329460144,"MANET, Edouard",0.2895379960536957,False
16369-wall2.jpg,Scenes with decorative bands,GIOTTO di Bondone,GIOTTO di Bondone,0.3060961961746216,"MANTEGNA, Andrea",0.29076600074768066,False
42962-3dieci1.jpg,Juno Showering Gifts on Venetia,"VERONESE, Paolo","VERONESE, Paolo",0.324632853269577,TINTORETTO,0.314807653427124,False
39389-1annunc.jpg,The Annunciation,TINTORETTO,TINTORETTO,0.3410773277282715,TINTORETTO,0.27391302585601807,True
07559-42loreto.jpg,Madonna di Loreto,CARAVAGGIO,CARAVAGGIO,0.3421705961227417,CARAVAGGIO,0.3269008696079254,True
16416-baptis2.jpg,Scenes from the Life of St John the Baptist: 2. Birth and Naming of the Baptist,GIOTTO di Bondone,GIOTTO di Bondone,0.30968713760375977,GIOTTO di Bondone,0.29478511214256287,True
35637-05sketch.jpg,Christ on the Cross,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.30702319741249084,"RUBENS, Peter Paul",0.29101836681365967,True
26128-36noannu.jpg,The Annunciation,"MEMLING, Hans","MEMLING, Hans",0.31234854459762573,"MEMLING, Hans",0.29054105281829834,True
38563-gallery.jpg,Archduke Leopold Wilhelm of Austria in his Gallery,"TENIERS, David the Younger","TENIERS, David the Younger",0.29112303256988525,"MANTEGNA, Andrea",0.2760181725025177,False
14909-early11.jpg,Still-Life with Mandoline,"GAUGUIN, Paul","GAUGUIN, Paul",0.30638226866722107,"DEGAS, Edgar",0.28757283091545105,False
16049-franc22.jpg,Legend of St Francis: 22. Verification of the Stigmata,GIOTTO di Bondone,GIOTTO di Bondone,0.3262987434864044,GIOTTO di Bondone,0.27076566219329834,True
17135-arles57.jpg,Ladies of Arles (Memory of the Garden at Etten),"GOGH, Vincent van","GOGH, Vincent van",0.282375693321228,"GOGH, Vincent van",0.23412126302719116,True
15957-00ceili2.jpg,View of the north transept (2),GIOTTO di Bondone,GIOTTO di Bondone,0.2930682301521301,MASOLINO da Panicale,0.2777242064476013,False
35500-30mythol.jpg,Pan and Syrinx,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.31904399394989014,"BOUTS, Dieric the Elder",0.2765742838382721,False
08530-1lands04.jpg,Rocks at L'Estaque,"CÉZANNE, Paul","CÉZANNE, Paul",0.32115447521209717,"CÉZANNE, Paul",0.266207218170166,True
35543-06medici.jpg,"The Apotheosis of Henry IV and the Proclamation of the Regency of Marie de Médicis on May 14, 1610","RUBENS, Peter Paul","RUBENS, Peter Paul",0.28238287568092346,"CARRACCI, Annibale",0.2846578359603882,False
30797-mourning.jpg,The Mourning of the Dead Christ (Deposition),"PERUGINO, Pietro","PERUGINO, Pietro",0.3224320411682129,"MEMLING, Hans",0.2933189868927002,False
28666-1london4.jpg,"The Houses of Parliament, London","MONET, Claude","MONET, Claude",0.31036126613616943,"MONET, Claude",0.28894075751304626,True
08552-2figure4.jpg,Self-Portrait in a Felt Hat,"CÉZANNE, Paul","CÉZANNE, Paul",0.32711994647979736,"CÉZANNE, Paul",0.32086503505706787,True
31957-01madonn.jpg,Madonna and Child with St. Joseph and Saint John the Baptist,"PONTORMO, Jacopo","PONTORMO, Jacopo",0.3239583969116211,"PONTORMO, Jacopo",0.2978469133377075,True
39432-2colleg2.jpg,Doge Nicol? da Ponte Invoking the Protection of the Virgin,TINTORETTO,TINTORETTO,0.3148932456970215,TINTORETTO,0.2863805890083313,True
18053-06scene.jpg,"St Augustine Teaching in Rome (scene 6, south wall)","GOZZOLI, Benozzo","GOZZOLI, Benozzo",0.3173081576824188,DUCCIO di Buoninsegna,0.2809135913848877,False
28612-3etreta1.jpg,La Manneporte near Étretat,"MONET, Claude","MONET, Claude",0.32160288095474243,"MONET, Claude",0.2627445459365845,True
14166-022love.jpg,Love the Sentinel,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3584192395210266,"FRAGONARD, Jean-Honoré",0.3107275366783142,True
39068-5tasso3.jpg,Rinaldo's Companions Hold the Magic Mirror up to His Face,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.30583345890045166,"TIEPOLO, Giovanni Battista",0.29888349771499634,True
10229-1venus03a.jpg,Venus and Cupid,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.33594220876693726,"CRANACH, Lucas the Elder",0.31257498264312744,True
07622-72denial.jpg,The Denial of St Peter,CARAVAGGIO,CARAVAGGIO,0.3321971297264099,GUERCINO,0.3083483874797821,False
30847-vision.jpg,The Vision of St Bernard,"PERUGINO, Pietro","PERUGINO, Pietro",0.3181397318840027,GIOTTO di Bondone,0.2874711751937866,False
44061-2lamenta.jpg,Lamentation,"WEYDEN, Rogier van der","WEYDEN, Rogier van der",0.2987671494483948,"DÜRER, Albrecht",0.2981826663017273,False
17190-cypres01.jpg,Starry Night,"GOGH, Vincent van","GOGH, Vincent van",0.29405003786087036,"GOGH, Vincent van",0.3056972026824951,True
12205-pre_f_1x.jpg,Isaiah (prophet 1),DUCCIO di Buoninsegna,DUCCIO di Buoninsegna,0.3099742531776428,DUCCIO di Buoninsegna,0.3020547330379486,True
33628-15sp1657.jpg,Little Self-Portrait,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.34561482071876526,REMBRANDT Harmenszoon van Rijn,0.34771233797073364,True
35495-27mythol.jpg,The Drunken Silenus,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.33774232864379883,"RUBENS, Peter Paul",0.3147067427635193,True
31984-1deposa.jpg,Deposition,"PONTORMO, Jacopo","PONTORMO, Jacopo",0.338100790977478,"PONTORMO, Jacopo",0.28244149684906006,True
40013-2mouli09.jpg,Jane Avril Dancing,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.33271098136901855,"TOULOUSE-LAUTREC, Henri de",0.30655616521835327,True
39970-10early.jpg,Gustave Lucien Dennery,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.2932254672050476,"TOULOUSE-LAUTREC, Henri de",0.2965176999568939,True
07261-canal711.jpg,"London: Westminster Abbey, with a Procession of Knights of the Bath",CANALETTO,CANALETTO,0.3050132989883423,"DÜRER, Albrecht",0.27417129278182983,False
17180-2enclos3.jpg,Field with Poppies,"GOGH, Vincent van","GOGH, Vincent van",0.2788155674934387,MASOLINO da Panicale,0.2523235082626343,False
28581-lazare3.jpg,Gare Saint-Lazare,"MONET, Claude","MONET, Claude",0.2983371615409851,"BOUCHER, François",0.2643607556819916,False
40057-2cafe2.jpg,The Englishwoman from Le Star at Le Havre (Miss Dolly),"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3066630959510803,REMBRANDT Harmenszoon van Rijn,0.2778867483139038,False
35841-alkmaar.jpg,View of Alkmaar from the Sea,"RUYSDAEL, Salomon van","RUYSDAEL, Salomon van",0.32136961817741394,"RUYSDAEL, Salomon van",0.3125171661376953,True
33893-08noremb.jpg,Old Rabbi,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.3480701446533203,REMBRANDT Harmenszoon van Rijn,0.33232903480529785,True
40041-cabare07.jpg,Alfred la Guigne,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3290232717990875,"TOULOUSE-LAUTREC, Henri de",0.28288936614990234,True
07569-46ecceho.jpg,Ecce Homo,CARAVAGGIO,CARAVAGGIO,0.3233233690261841,CARAVAGGIO,0.3088954985141754,True
16022-franc04.jpg,Legend of St Francis: 4. Miracle of the Crucifix,GIOTTO di Bondone,GIOTTO di Bondone,0.31316298246383667,"LORENZETTI, Pietro",0.27853327989578247,False
39287-1mark0.jpg,The Miracle of St Mark Freeing the Slave,TINTORETTO,TINTORETTO,0.32470059394836426,TINTORETTO,0.3022923469543457,True
33539-50portra.jpg,Man in Oriental Costume,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.3494337797164917,REMBRANDT Harmenszoon van Rijn,0.35073816776275635,True
42593-17lute.jpg,Woman with a Lute near a Window,"VERMEER, Johannes","VERMEER, Johannes",0.33301448822021484,"CHARDIN, Jean-Baptiste-Siméon",0.3107790946960449,False
35566-14mariem.jpg,"Marie de Médici, Queen of France","RUBENS, Peter Paul","RUBENS, Peter Paul",0.3009926974773407,REMBRANDT Harmenszoon van Rijn,0.309627890586853,False
07235-canal604.jpg,Rome: The Arch of Constantine,CANALETTO,CANALETTO,0.2974705696105957,GIULIO ROMANO,0.2687198519706726,False
16395-chris23.jpg,No. 39 Scenes from the Life of Christ: 23. Pentecost (before restoration),GIOTTO di Bondone,GIOTTO di Bondone,0.31934458017349243,GIOTTO di Bondone,0.28872132301330566,True
11135-early26.jpg,Mademoiselle Dihau at the Piano,"DEGAS, Edgar","DEGAS, Edgar",0.3009531497955322,"DEGAS, Edgar",0.2949966788291931,True
35837-sailing.jpg,Sailing Boats near a Village,"RUYSDAEL, Salomon van","RUYSDAEL, Salomon van",0.3452034592628479,"RUYSDAEL, Salomon van",0.31745728850364685,True
07612-65lazar.jpg,The Raising of Lazarus,CARAVAGGIO,CARAVAGGIO,0.302929162979126,TINTORETTO,0.29322803020477295,False
17830-blac622.jpg,Atropos (The Fates),"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.34044602513313293,"GOYA Y LUCIENTES, Francisco de",0.3494427502155304,True
23878-4manet16.jpg,In the Winter Garden,"MANET, Edouard","MANET, Edouard",0.2985190153121948,"MANET, Edouard",0.2640722692012787,True
06232-porgreen.jpg,Portrait of a Lady in Green,"BRONZINO, Agnolo","BRONZINO, Agnolo",0.3379109501838684,"BRONZINO, Agnolo",0.3172997236251831,True
17272-auvers32.jpg,Wheat Field under Clouded Sky,"GOGH, Vincent van","GOGH, Vincent van",0.2975018620491028,"GRECO, El",0.21397612988948822,False
38892-main09.jpg,Humility Casting Out Pride,"TIEPOLO, Giovanni Battista","TIEPOLO, Giovanni Battista",0.32030948996543884,"TIEPOLO, Giovanni Battista",0.31374868750572205,True
07191-canal3071.jpg,Piazza San Marco Looking East towards the Basilica,CANALETTO,CANALETTO,0.33810415863990784,CANALETTO,0.28284430503845215,True
28587-paris4.jpg,"Rue Saint-Denis in Paris, Celebration of 30 June 1878","MONET, Claude","MONET, Claude",0.27515488862991333,"MONET, Claude",0.25778400897979736,True
42821-5helen.jpg,The Vision of St Helena,"VERONESE, Paolo","VERONESE, Paolo",0.3242708742618561,"CARRACCI, Annibale",0.2872733175754547,False
35733-water_foh.jpg,Waterfall with Castle Built on the Rock,"RUISDAEL, Jacob Isaackszon van","RUISDAEL, Jacob Isaackszon van",0.32537806034088135,"RUISDAEL, Jacob Isaackszon van",0.29411453008651733,True
07151-canal101.jpg,Rio dei Mendicanti,CANALETTO,CANALETTO,0.3250998556613922,CANALETTO,0.3023962378501892,True
05687-pompado4.jpg,Marquise de Pompadour at the Toilet-Table,"BOUCHER, François","BOUCHER, François",0.31804659962654114,"BOUCHER, François",0.31269723176956177,True
17204-olive06.jpg,Olive Orchards against a Slope of a Hill,"GOGH, Vincent van","GOGH, Vincent van",0.2687360644340515,"GOGH, Vincent van",0.2745435833930969,True
39456-2desert.jpg,The Jews in the Desert,TINTORETTO,TINTORETTO,0.33467453718185425,TINTORETTO,0.29946160316467285,True
07163-canal204.jpg,Rio dei Mendicanti: Looking South,CANALETTO,CANALETTO,0.34643566608428955,CANALETTO,0.3156857490539551,True
35531-03allego.jpg,The Four Continents,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.3148156702518463,"RUBENS, Peter Paul",0.2937566339969635,True
23850-3manet09.jpg,The Railway,"MANET, Edouard","MANET, Edouard",0.30131781101226807,"MANET, Edouard",0.2622058391571045,True
14464-310fried.jpg,Man and Woman Contemplating the Moon,"FRIEDRICH, Caspar David","FRIEDRICH, Caspar David",0.2909182012081146,"FRIEDRICH, Caspar David",0.2692791819572449,True
39983-1misc06.jpg,The Day of First Communion,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.3165930509567261,"TOULOUSE-LAUTREC, Henri de",0.26509106159210205,True
32251-03baptis.jpg,St John the Baptist Baptizes the People,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.32680994272232056,DOMENICHINO,0.29740285873413086,False
29268-202muril.jpg,Flight into Egypt,"MURILLO, Bartolomé Esteban","MURILLO, Bartolomé Esteban",0.2946842312812805,"MURILLO, Bartolomé Esteban",0.28884512186050415,True
17185-2enclos8.jpg,The Road Menders,"GOGH, Vincent van","GOGH, Vincent van",0.2815603017807007,"GOGH, Vincent van",0.25812411308288574,True
08641-00attrib.jpg,The Attributes of Painting and Sculpture,"CHARDIN, Jean-Baptiste-Siméon","CHARDIN, Jean-Baptiste-Siméon",0.3319353759288788,"DÜRER, Albrecht",0.2832708954811096,False
32288-16rebecc.jpg,Rebecca at the Well,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.32067567110061646,DOMENICHINO,0.2993508577346802,False
10338-1couple4.jpg,Ill-Matched Couple: Young Girl and Old Man,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.3393992781639099,"CRANACH, Lucas the Elder",0.3037354350090027,True
40091-1gouach1.jpg,Ambassadeurs: Aristide Bruant,"TOULOUSE-LAUTREC, Henri de","TOULOUSE-LAUTREC, Henri de",0.2807562053203583,"TOULOUSE-LAUTREC, Henri de",0.2629534900188446,True
17807-711goya.jpg,The Madhouse,"GOYA Y LUCIENTES, Francisco de","GOYA Y LUCIENTES, Francisco de",0.3136868178844452,"GOYA Y LUCIENTES, Francisco de",0.2830747663974762,True
17206-olive08.jpg,Olive Grove with Picking Figures,"GOGH, Vincent van","GOGH, Vincent van",0.29928165674209595,"GOGH, Vincent van",0.28142547607421875,True
07223-canal511.jpg,Grand Canal: Looking South-West,CANALETTO,CANALETTO,0.36593717336654663,CANALETTO,0.3276456594467163,True
14929-5paris02.jpg,The Ham,"GAUGUIN, Paul","GAUGUIN, Paul",0.305146187543869,"GAUGUIN, Paul",0.2689569890499115,True
43801-21enseig.jpg,L'Enseigne de Gersaint,"WATTEAU, Jean-Antoine","WATTEAU, Jean-Antoine",0.2968418002128601,"BOUCHER, François",0.2704644203186035,False
05451-3sebasti.jpg,St Sebastian,"BOTTICELLI, Sandro","BOTTICELLI, Sandro",0.32493773102760315,MICHELANGELO Buonarroti,0.30276229977607727,False
37286-10orviet.jpg,Orvieto Polyptych,SIMONE MARTINI,SIMONE MARTINI,0.3184393644332886,SIMONE MARTINI,0.28719979524612427,True
26081-25nobath.jpg,Bathsheba,"MEMLING, Hans","MEMLING, Hans",0.3084951639175415,MICHELANGELO Buonarroti,0.27466168999671936,False
39426-1antico1.jpg,"Bacchus, Venus and Ariadne",TINTORETTO,TINTORETTO,0.30942314863204956,TINTORETTO,0.31084099411964417,True
32294-1sacram1.jpg,The Seven Sacraments I: Ordination,"POUSSIN, Nicolas","POUSSIN, Nicolas",0.2910390794277191,"POUSSIN, Nicolas",0.30007797479629517,True
14180-075game.jpg,The Swing,"FRAGONARD, Jean-Honoré","FRAGONARD, Jean-Honoré",0.3288823664188385,"RUYSDAEL, Salomon van",0.3102343678474426,False
35460-10feast.jpg,The Feast of Herod,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.29742783308029175,TINTORETTO,0.29108360409736633,False
28613-3etreta2.jpg,The Manneporte (Étretat),"MONET, Claude","MONET, Claude",0.3123610019683838,"RUISDAEL, Jacob Isaackszon van",0.2717459499835968,False
17201-olive03.jpg,The Olive Trees,"GOGH, Vincent van","GOGH, Vincent van",0.28703632950782776,"GOGH, Vincent van",0.276145875453949,True
39246-04birth.jpg,The Birth of John the Baptist,TINTORETTO,TINTORETTO,0.3076869249343872,TINTORETTO,0.29928767681121826,True
07605-62behead.jpg,Beheading of Saint John the Baptist,CARAVAGGIO,CARAVAGGIO,0.33384954929351807,"GOYA Y LUCIENTES, Francisco de",0.29392844438552856,False
23806-3early1.jpg,Music in the Tuileries Garden,"MANET, Edouard","MANET, Edouard",0.27934354543685913,"GOYA Y LUCIENTES, Francisco de",0.27872592210769653,False
17148-arles70.jpg,Orchard in Blossom with View of Arles,"GOGH, Vincent van","GOGH, Vincent van",0.2981260120868683,"GOGH, Vincent van",0.2729027569293976,True
07168-canal209.jpg,San Giacomo di Rialto,CANALETTO,CANALETTO,0.32043156027793884,CANALETTO,0.29589664936065674,True
10228-1venus03.jpg,Venus and Cupid,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.33732765913009644,"CRANACH, Lucas the Elder",0.31846943497657776,True
33579-120portr.jpg,Titus as a Franciscan Monk,REMBRANDT Harmenszoon van Rijn,REMBRANDT Harmenszoon van Rijn,0.2934143543243408,REMBRANDT Harmenszoon van Rijn,0.2873886823654175,True
35416-371relig.jpg,Descent from the Cross,"RUBENS, Peter Paul","RUBENS, Peter Paul",0.30092617869377136,"GOYA Y LUCIENTES, Francisco de",0.300429105758667,False
10232-1venus05a.jpg,Venus with Cupid Stealing Honey,"CRANACH, Lucas the Elder","CRANACH, Lucas the Elder",0.329837828874588,"CRANACH, Lucas the Elder",0.32655489444732666,True
31228-13nativ1.jpg,Nativity,PIERO DELLA FRANCESCA,PIERO DELLA FRANCESCA,0.35657167434692383,PIERO DELLA FRANCESCA,0.3006068468093872,True
